Reporting Area,MMWR Year,MMWR Week,"Hepatitis (viral, acute), type A, Current week","Hepatitis (viral, acute), type A, Current week, flag ","Hepatitis (viral, acute), type A, Previous 52 weeks Med","Hepatitis (viral, acute), type A, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type A, Previous 52 weeks Max","Hepatitis (viral, acute), type A, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type A, Cum 2014","Hepatitis (viral, acute), type A, Cum 2014, flag","Hepatitis (viral, acute), type A, Cum 2013","Hepatitis (viral, acute), type A, Cum 2013, flag","Hepatitis (viral, acute), type B, Current week","Hepatitis (viral, acute), type B, Current week, flag","Hepatitis (viral, acute), type B, Previous 52 weeks Med","Hepatitis (viral, acute), type B, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type B, Previous 52 weeks Max","Hepatitis (viral, acute), type B, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type B, Cum 2014","Hepatitis (viral, acute), type B, Cum 2014, flag","Hepatitis (viral, acute), type B, Cum 2013","Hepatitis (viral, acute), type B, Cum 2013, flag","Hepatitis (viral, acute), type C, Current week","Hepatitis (viral, acute), type C, Current week, flag","Hepatitis (viral, acute), type C, Previous 52 weeks Med","Hepatitis (viral, acute), type C, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type C, Previous 52 weeks Max","Hepatitis (viral, acute), type C, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type C, Cum 2014","Hepatitis (viral, acute), type C, Cum 2014, flag","Hepatitis (viral, acute), type C, Cum 2013","Hepatitis (viral, acute), type C, Cum 2013, flag",Location 1 (city),Location 1,Location 1 (state),Location 2
SOUTH CAROLINA,2014,40,,-,0,,1,,4,,9,,2,,1,,4,,29,,43,,1,,0,,1,,4,,,-,,POINT (-81.04536765699964 33.99882214300044),SOUTH CAROLINA,
PENNSYLVANIA,2014,40,1,,1,,4,,35,,45,,1,,1,,4,,49,,33,,,-,1,,5,,62,,63,,,POINT (-77.86069775999965 40.79373260300048),PENNSYLVANIA,
IDAHO,2014,40,,-,0,,1,,4,,6,,,-,0,,2,,6,,8,,,-,0,,1,,4,,7,,,POINT (-114.3637261449997 43.68263160000049),IDAHO,
MARYLAND,2014,40,,-,0,,3,,17,,22,,,-,1,,3,,28,,36,,,-,1,,3,,32,,41,,,POINT (-76.60925970899967 39.29058224000045),MARYLAND,
NEW YORK CITY,2014,40,1,,1,,4,,35,,71,,2,,1,,6,,44,,58,,,-,0,,4,,14,,11,,,POINT (-74.00596858999967 40.71426755700048),NEW YORK CITY,
UTAH,2014,40,,-,0,,2,,4,,9,,,-,0,,1,,4,,3,,,-,0,,2,,23,,7,,,POINT (-111.5871285339997 39.36070082200047),UTAH,
LOUISIANA,2014,40,,-,0,,3,,7,,7,,,-,1,,6,,57,,53,,,-,0,,3,,20,,14,,,POINT (-92.44567554599968 31.312664106000454),LOUISIANA,
COLORADO,2014,40,,-,0,,2,,8,,47,,,-,0,,2,,1,,19,,,-,0,,2,,4,,18,,,POINT (-106.13360888799969 38.84384201300048),COLORADO,
HAWAII,2014,40,,-,0,,2,,5,,15,,,-,0,,1,,4,,4,,,-,0,,0,,,-,,-,,POINT (-157.85774691599974 21.304853205000427),HAWAII,
MONTANA,2014,40,,-,0,,1,,5,,6,,,-,0,,1,,,-,2,,,-,0,,2,,11,,14,,,POINT (-109.42441687999968 47.06652759400049),MONTANA,
ALASKA,2014,40,,-,0,,1,,1,,1,,,-,0,,1,,3,,1,,,-,0,,0,,,-,,-,,POINT (-147.72205669099972 64.84507631500048),ALASKA,
VERMONT,2014,40,,-,0,,1,,2,,7,,,-,0,,2,,4,,1,,,-,0,,1,,1,,3,,,POINT (-72.51763944499965 43.62538000100045),VERMONT,
NEW MEXICO,2014,40,,-,0,,2,,9,,17,,,-,0,,1,,,-,1,,,-,0,,2,,12,,5,,,POINT (-106.24057768899968 34.520884020000494),NEW MEXICO,
NEW JERSEY,2014,40,,-,0,,3,,13,,58,,,-,0,,2,,5,,54,,,-,1,,4,,25,,82,,,POINT (-74.27368565099965 40.13057159500045),NEW JERSEY,
INDIANA,2014,40,,-,0,,3,,15,,25,,,-,1,,7,,70,,78,,,-,1,,8,,51,,133,,,POINT (-86.14995579899966 39.76691072200049),INDIANA,
DELAWARE,2014,40,,-,0,,1,,1,,2,,,-,0,,1,,5,,10,,,U,0,,0,,,U,,U,,POINT (-75.57773943699965 39.00883059000046),DELAWARE,
NEW HAMPSHIRE,2014,40,,-,0,,1,,3,,7,,,-,0,,0,,,-,2,,,N,0,,0,,,N,,N,,POINT (-71.50035726399966 43.65595081000049),NEW HAMPSHIRE,
SOUTH DAKOTA,2014,40,,-,0,,1,,,-,2,,,-,0,,1,,1,,4,,,-,0,,1,,,-,,-,,POINT (-100.37352811899967 44.35313049600046),SOUTH DAKOTA,
NORTH DAKOTA,2014,40,,-,0,,2,,5,,8,,,-,0,,1,,1,,,-,,-,0,,1,,,-,3,,,POINT (-100.11842599699969 47.47531892900048),NORTH DAKOTA,
RHODE ISLAND,2014,40,,-,0,,1,,5,,3,,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,,POINT (-71.52246918099962 41.708284362000484),RHODE ISLAND,
MICHIGAN,2014,40,1,,1,,4,,37,,77,,,-,1,,4,,42,,36,,4,,1,,6,,72,,57,,,POINT (-84.71438724399968 44.66132176400049),MICHIGAN,
MINNESOTA,2014,40,,-,0,,2,,13,,27,,,-,0,,1,,5,,16,,,-,0,,3,,2,,39,,,POINT (-94.79419697699967 46.35564575300049),MINNESOTA,
WISCONSIN,2014,40,,-,0,,1,,6,,32,,,-,0,,57,,170,,6,,,-,0,,1,,5,,34,,,POINT (-89.81636715299965 44.393191877000504),WISCONSIN,
WASHINGTON,2014,40,1,,0,,3,,14,,33,,2,,0,,7,,22,,15,,2,,1,,9,,56,,41,,,POINT (-120.47002746299972 47.5222894470005),WASHINGTON,
WEST VIRGINIA,2014,40,,-,0,,1,,5,,2,,,-,3,,8,,123,,148,,,-,1,,6,,48,,40,,,POINT (-80.71263935099967 38.66551303900047),WEST VIRGINIA,
WYOMING,2014,40,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,POINT (-108.10982744299969 43.235543013000495),WYOMING,
UNITED STATES,2014,41,9,,22,,41,,866,,1454,,14,,54,,114,,2107,,2308,,6,,36,,67,,1308,,1639,,,,,
NEW ENGLAND,2014,41,,-,1,,6,,53,,79,,,-,1,,7,,38,,75,,,-,2,,11,,118,,158,,,,,
MID. ATLANTIC,2014,41,1,,3,,8,,119,,236,,1,,4,,8,,140,,183,,2,,5,,15,,180,,236,,,,,
E.N. CENTRAL,2014,41,,-,3,,8,,124,,238,,4,,9,,61,,475,,361,,1,,6,,25,,227,,317,,,,,
W.N. CENTRAL,2014,41,,-,1,,5,,51,,75,,,-,1,,5,,58,,91,,,-,1,,4,,29,,60,,,,,
S. ATLANTIC,2014,41,7,,5,,11,,184,,221,,6,,17,,27,,657,,666,,2,,7,,18,,282,,316,,,,,
DIST. OF COL.,2014,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,DIST. OF COL.,
E.S. CENTRAL,2014,41,,-,1,,4,,34,,49,,1,,11,,17,,412,,483,,,-,6,,11,,226,,293,,,,,
W.S. CENTRAL,2014,41,1,,3,,12,,114,,101,,2,,5,,18,,171,,227,,,-,2,,9,,66,,88,,,,,
MOUNTAIN,2014,41,,-,1,,5,,56,,160,,,-,1,,5,,37,,81,,,-,1,,5,,57,,59,,,,,
PACIFIC,2014,41,,-,3,,9,,131,,295,,,-,4,,13,,119,,141,,1,,3,,10,,123,,112,,,,,
MASSACHUSETTS,2014,41,,-,0,,2,,22,,39,,,-,0,,7,,19,,55,,,-,2,,10,,92,,149,,,POINT (-72.08268985899963 42.27687014100047),MASSACHUSETTS,
NEBRASKA,2014,41,,-,0,,2,,9,,10,,,-,0,,1,,7,,9,,,-,0,,1,,2,,2,,,POINT (-99.36571864599966 41.641041981000456),NEBRASKA,
NEW YORK,2014,41,,-,1,,4,,31,,59,,,-,1,,3,,34,,36,,1,,2,,11,,76,,76,,,POINT (-75.54396639699968 42.82700178100049),NEW YORK,
RHODE ISLAND,2014,41,,-,0,,1,,5,,3,,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,,POINT (-71.52246918099962 41.708284362000484),RHODE ISLAND,
TEXAS,2014,41,1,,2,,8,,93,,76,,1,,2,,10,,79,,105,,,-,0,,4,,26,,20,,,POINT (-99.4267664729997 31.827240712000446),TEXAS,
MINNESOTA,2014,41,,-,0,,2,,13,,27,,,-,0,,1,,5,,16,,,-,0,,3,,2,,39,,,POINT (-94.79419697699967 46.35564575300049),MINNESOTA,
ARKANSAS,2014,41,,-,0,,1,,1,,9,,,-,0,,4,,13,,40,,,-,0,,2,,7,,21,,,POINT (-92.27448794899965 34.74865329300047),ARKANSAS,
IOWA,2014,41,,-,0,,3,,7,,9,,,-,0,,2,,7,,8,,,-,0,,0,,,-,,-,,POINT (-93.81648936699969 42.469401477000474),IOWA,
ILLINOIS,2014,41,,-,1,,5,,42,,54,,,-,1,,5,,39,,71,,,-,0,,2,,20,,32,,,POINT (-88.99770813999965 40.48501433000047),ILLINOIS,
VERMONT,2014,41,,-,0,,1,,2,,7,,,-,0,,2,,4,,1,,,-,0,,1,,1,,3,,,POINT (-72.51763944499965 43.62538000100045),VERMONT,
WISCONSIN,2014,41,,-,0,,1,,6,,32,,1,,0,,57,,171,,7,,,-,0,,1,,7,,34,,,POINT (-89.81636715299965 44.393191877000504),WISCONSIN,
OKLAHOMA,2014,41,,-,0,,4,,13,,8,,1,,0,,5,,20,,28,,,-,0,,3,,12,,32,,,POINT (-97.52106845499969 35.472031425000466),OKLAHOMA,
CALIFORNIA,2014,41,,-,3,,7,,101,,219,,,-,2,,7,,66,,95,,,-,1,,4,,52,,61,,,POINT (-120.99999889499969 37.63864203100047),CALIFORNIA,
IDAHO,2014,41,,-,0,,1,,4,,6,,,-,0,,2,,6,,10,,,-,0,,1,,4,,7,,,POINT (-114.3637261449997 43.68263160000049),IDAHO,
LOUISIANA,2014,41,,-,0,,3,,7,,8,,,-,1,,6,,59,,54,,,-,0,,3,,21,,15,,,POINT (-92.44567554599968 31.312664106000454),LOUISIANA,
NORTH CAROLINA,2014,41,,-,0,,2,,24,,41,,,-,1,,16,,76,,46,,,-,1,,9,,64,,55,,,POINT (-79.15924924699965 35.46622096200048),NORTH CAROLINA,
GUAM,2014,41,,-,0,,4,,,-,23,,,-,0,,7,,,-,63,,,-,0,,7,,,-,61,,,POINT (144.73149801400064 13.480998894000436),GUAM,
CONNECTICUT,2014,41,,-,0,,3,,19,,16,,,-,0,,2,,6,,7,,,-,0,,1,,4,,,-,,POINT (-72.64983753699966 41.56266101800048),CONNECTICUT,
OHIO,2014,41,,-,0,,4,,24,,49,,3,,4,,12,,152,,163,,1,,2,,17,,73,,58,,,POINT (-82.40425685299965 40.06021184000048),OHIO,
NORTH DAKOTA,2014,41,,-,0,,1,,5,,8,,,-,0,,0,,,-,,-,,-,0,,1,,,-,3,,,POINT (-100.11842599699969 47.47531892900048),NORTH DAKOTA,
COLORADO,2014,41,,-,0,,2,,8,,47,,,-,0,,2,,1,,19,,,-,0,,1,,4,,19,,,POINT (-106.13360888799969 38.84384201300048),COLORADO,
VIRGINIA,2014,41,1,,0,,3,,19,,26,,,-,1,,5,,45,,55,,,-,1,,5,,39,,26,,,POINT (-78.45788924199968 37.542682294000485),VIRGINIA,
MARYLAND,2014,41,1,,0,,3,,18,,25,,1,,1,,3,,29,,37,,,-,1,,3,,32,,43,,,POINT (-76.60925970899967 39.29058224000045),MARYLAND,
NEW YORK CITY,2014,41,,-,1,,4,,35,,74,,,-,1,,6,,44,,59,,1,,0,,4,,15,,11,,,POINT (-74.00596858999967 40.71426755700048),NEW YORK CITY,
DELAWARE,2014,41,,-,0,,1,,1,,2,,,-,0,,1,,5,,11,,,U,0,,0,,,U,,U,,POINT (-75.57773943699965 39.00883059000046),DELAWARE,
FLORIDA,2014,41,4,,2,,6,,74,,84,,5,,7,,14,,263,,234,,2,,2,,6,,74,,113,,,POINT (-81.92895558499964 28.93204444200046),FLORIDA,
NEW JERSEY,2014,41,,-,0,,3,,15,,58,,,-,0,,2,,11,,55,,,-,1,,4,,25,,85,,,POINT (-74.27368565099965 40.13057159500045),NEW JERSEY,
GEORGIA,2014,41,1,,1,,3,,39,,31,,,-,2,,6,,87,,89,,,-,0,,4,,20,,39,,,POINT (-83.62757601199968 32.83968158500045),GEORGIA,
TENNESSEE,2014,41,,-,0,,1,,9,,17,,,-,4,,10,,179,,205,,,-,2,,4,,85,,85,,,POINT (-85.77448642199965 35.68094014000047),TENNESSEE,
MISSOURI,2014,41,,-,0,,2,,13,,7,,,-,1,,3,,33,,44,,,-,0,,2,,5,,3,,,POINT (-92.56629737199967 38.63579079900046),MISSOURI,
MICHIGAN,2014,41,,-,1,,4,,37,,77,,,-,1,,4,,43,,36,,,-,2,,7,,75,,59,,,POINT (-84.71438724399968 44.66132176400049),MICHIGAN,
NEW HAMPSHIRE,2014,41,,-,0,,1,,3,,8,,,-,0,,1,,1,,2,,,N,0,,0,,,N,,N,,POINT (-71.50035726399966 43.65595081000049),NEW HAMPSHIRE,
UTAH,2014,41,,-,0,,2,,4,,9,,,-,0,,1,,4,,3,,,-,0,,2,,23,,7,,,POINT (-111.5871285339997 39.36070082200047),UTAH,
WYOMING,2014,41,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,POINT (-108.10982744299969 43.235543013000495),WYOMING,
WEST VIRGINIA,2014,41,,-,0,,1,,5,,2,,,-,3,,8,,123,,151,,,-,1,,6,,49,,40,,,POINT (-80.71263935099967 38.66551303900047),WEST VIRGINIA,
SOUTH DAKOTA,2014,41,,-,0,,1,,,-,3,,,-,0,,1,,1,,4,,,-,0,,1,,,-,,-,,POINT (-100.37352811899967 44.35313049600046),SOUTH DAKOTA,
NEW MEXICO,2014,41,,-,0,,2,,9,,17,,,-,0,,1,,,-,2,,,-,0,,2,,12,,5,,,POINT (-106.24057768899968 34.520884020000494),NEW MEXICO,
MISSISSIPPI,2014,41,,-,0,,1,,3,,4,,,-,1,,3,,34,,46,,,U,0,,0,,,U,,U,,POINT (-89.53802764499966 32.745512774000474),MISSISSIPPI,
WASHINGTON,2014,41,,-,0,,3,,14,,35,,,-,0,,7,,22,,15,,1,,1,,9,,57,,41,,,POINT (-120.47002746299972 47.5222894470005),WASHINGTON,
ARIZONA,2014,41,,-,0,,3,,19,,59,,,-,0,,2,,11,,20,,,U,0,,0,,,U,,U,,POINT (-111.76380949799972 34.865970167000455),ARIZONA,
MONTANA,2014,41,,-,0,,1,,5,,6,,,-,0,,1,,,-,2,,,-,0,,2,,11,,14,,,POINT (-109.42441687999968 47.06652759400049),MONTANA,
OREGON,2014,41,,-,0,,2,,10,,25,,,-,0,,3,,24,,26,,,-,0,,2,,14,,10,,,POINT (-120.15502977999972 44.56745218600048),OREGON,
PUERTO RICO,2014,41,,-,0,,1,,3,,9,,,-,0,,2,,12,,33,,,N,0,,0,,,N,,N,,POINT (-66.49988980099965 18.24828934900046),PUERTO RICO,
SOUTH CAROLINA,2014,41,,-,0,,1,,4,,10,,,-,1,,4,,29,,43,,,-,0,,1,,4,,,-,,POINT (-81.04536765699964 33.99882214300044),SOUTH CAROLINA,
PENNSYLVANIA,2014,41,1,,1,,4,,38,,45,,1,,1,,4,,51,,33,,,-,1,,5,,64,,64,,,POINT (-77.86069775999965 40.79373260300048),PENNSYLVANIA,
INDIANA,2014,41,,-,0,,3,,15,,26,,,-,1,,7,,70,,84,,,-,1,,8,,52,,134,,,POINT (-86.14995579899966 39.76691072200049),INDIANA,
NEVADA,2014,41,,-,0,,1,,6,,16,,,-,0,,3,,15,,25,,,-,0,,1,,3,,7,,,POINT (-117.07183978499972 39.493242807000456),NEVADA,
MAINE,2014,41,,-,0,,2,,2,,6,,,-,0,,1,,8,,10,,,-,0,,2,,21,,6,,,POINT (-68.98502952999962 45.2542257390005),MAINE,
KENTUCKY,2014,41,,-,0,,2,,11,,20,,,-,3,,8,,115,,162,,,-,3,,8,,118,,184,,,POINT (-84.77496612599964 37.645970985000474),KENTUCKY,
KANSAS,2014,41,,-,0,,1,,4,,11,,,-,0,,1,,5,,10,,,-,0,,3,,20,,13,,,POINT (-98.20077655499966 38.3477418760005),KANSAS,
HAWAII,2014,41,,-,0,,2,,5,,15,,,-,0,,1,,4,,4,,,-,0,,0,,,-,,-,,POINT (-157.85774691599974 21.304853205000427),HAWAII,
ALABAMA,2014,41,,-,0,,2,,11,,8,,1,,2,,5,,84,,70,,,-,0,,2,,23,,24,,,POINT (-86.63185803899967 32.84057034900047),ALABAMA,
ALASKA,2014,41,,-,0,,1,,1,,1,,,-,0,,1,,3,,1,,,-,0,,0,,,-,,-,,POINT (-147.72205669099972 64.84507631500048),ALASKA,
UNITED STATES,2014,42,8,,22,,41,,888,,1489,,27,,53,,114,,2169,,2376,,11,,37,,67,,1336,,1662,,,,,
NEW ENGLAND,2014,42,2,,1,,6,,58,,79,,,-,1,,7,,40,,76,,1,,3,,11,,131,,160,,,,,
MID. ATLANTIC,2014,42,,-,3,,8,,119,,240,,2,,4,,8,,145,,187,,2,,5,,15,,181,,238,,,,,
E.N. CENTRAL,2014,42,,-,3,,8,,128,,246,,3,,9,,61,,480,,374,,4,,6,,25,,232,,322,,,,,
W.N. CENTRAL,2014,42,,-,1,,5,,54,,78,,,-,1,,5,,59,,91,,,-,1,,4,,29,,60,,,,,
S. ATLANTIC,2014,42,3,,5,,11,,188,,228,,6,,17,,27,,678,,687,,,-,7,,18,,284,,321,,,,,
DIST. OF COL.,2014,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,DIST. OF COL.,
E.S. CENTRAL,2014,42,,-,1,,4,,35,,49,,4,,11,,17,,420,,497,,4,,6,,11,,230,,299,,,,,
W.S. CENTRAL,2014,42,2,,3,,12,,116,,104,,11,,5,,18,,187,,235,,,-,2,,9,,67,,89,,,,,
MOUNTAIN,2014,42,,-,1,,5,,56,,162,,,-,1,,5,,38,,83,,,-,1,,5,,57,,60,,,,,
PACIFIC,2014,42,1,,3,,9,,134,,303,,1,,4,,13,,122,,146,,,-,3,,10,,125,,113,,,,,
AMER. SAMOA,2014,42,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,AMER. SAMOA,
C.N.M.I.,2014,42,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,C.N.M.I.,
VIRGIN ISL.,2014,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,VIRGIN ISL.,
WYOMING,2014,42,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,POINT (-108.10982744299969 43.235543013000495),WYOMING,
NEVADA,2014,42,,-,0,,1,,6,,17,,,-,0,,3,,15,,25,,,-,0,,1,,3,,7,,,POINT (-117.07183978499972 39.493242807000456),NEVADA,
NORTH DAKOTA,2014,42,,-,0,,1,,7,,8,,,-,0,,0,,,-,,-,,-,0,,1,,,-,3,,,POINT (-100.11842599699969 47.47531892900048),NORTH DAKOTA,
PENNSYLVANIA,2014,42,,-,1,,4,,38,,45,,2,,1,,4,,54,,33,,,-,1,,5,,64,,65,,,POINT (-77.86069775999965 40.79373260300048),PENNSYLVANIA,
ILLINOIS,2014,42,,-,1,,7,,46,,55,,,-,1,,5,,41,,74,,,-,0,,2,,20,,32,,,POINT (-88.99770813999965 40.48501433000047),ILLINOIS,
TENNESSEE,2014,42,,-,0,,1,,9,,17,,4,,5,,10,,185,,209,,3,,2,,4,,88,,85,,,POINT (-85.77448642199965 35.68094014000047),TENNESSEE,
MINNESOTA,2014,42,,-,0,,2,,13,,28,,,-,0,,1,,5,,16,,,-,0,,3,,2,,39,,,POINT (-94.79419697699967 46.35564575300049),MINNESOTA,
OREGON,2014,42,,-,0,,2,,10,,26,,,-,0,,3,,25,,27,,,-,0,,2,,14,,10,,,POINT (-120.15502977999972 44.56745218600048),OREGON,
NEBRASKA,2014,42,,-,0,,2,,9,,12,,,-,0,,1,,7,,9,,,-,0,,1,,2,,2,,,POINT (-99.36571864599966 41.641041981000456),NEBRASKA,
KENTUCKY,2014,42,,-,0,,2,,11,,20,,,-,3,,8,,115,,167,,,-,3,,8,,118,,190,,,POINT (-84.77496612599964 37.645970985000474),KENTUCKY,
NEW HAMPSHIRE,2014,42,,-,0,,1,,3,,8,,,-,0,,1,,2,,2,,,N,0,,0,,,N,,N,,POINT (-71.50035726399966 43.65595081000049),NEW HAMPSHIRE,
RHODE ISLAND,2014,42,,-,0,,1,,5,,3,,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,,POINT (-71.52246918099962 41.708284362000484),RHODE ISLAND,
UTAH,2014,42,,-,0,,2,,4,,9,,,-,0,,1,,5,,3,,,-,0,,2,,23,,8,,,POINT (-111.5871285339997 39.36070082200047),UTAH,
NEW YORK CITY,2014,42,,-,1,,4,,35,,76,,,-,1,,6,,44,,59,,,-,0,,4,,15,,11,,,POINT (-74.00596858999967 40.71426755700048),NEW YORK CITY,
ALABAMA,2014,42,,-,0,,2,,11,,8,,,-,2,,5,,85,,75,,1,,0,,2,,24,,24,,,POINT (-86.63185803899967 32.84057034900047),ALABAMA,
LOUISIANA,2014,42,,-,0,,3,,7,,8,,,-,1,,6,,61,,56,,,-,0,,3,,21,,16,,,POINT (-92.44567554599968 31.312664106000454),LOUISIANA,
CALIFORNIA,2014,42,,-,3,,7,,104,,224,,,-,2,,7,,67,,98,,,-,1,,4,,54,,61,,,POINT (-120.99999889499969 37.63864203100047),CALIFORNIA,
CONNECTICUT,2014,42,,-,0,,3,,19,,16,,,-,0,,2,,6,,7,,,-,0,,1,,4,,,-,,POINT (-72.64983753699966 41.56266101800048),CONNECTICUT,
IOWA,2014,42,,-,0,,3,,7,,9,,,-,0,,2,,7,,8,,,-,0,,0,,,-,,-,,POINT (-93.81648936699969 42.469401477000474),IOWA,
WASHINGTON,2014,42,1,,0,,3,,14,,37,,1,,0,,7,,23,,16,,,-,1,,9,,57,,42,,,POINT (-120.47002746299972 47.5222894470005),WASHINGTON,
KANSAS,2014,42,,-,0,,1,,4,,11,,,-,0,,1,,5,,10,,,-,0,,3,,20,,13,,,POINT (-98.20077655499966 38.3477418760005),KANSAS,
IDAHO,2014,42,,-,0,,1,,4,,6,,,-,0,,2,,6,,10,,,-,0,,1,,4,,7,,,POINT (-114.3637261449997 43.68263160000049),IDAHO,
WEST VIRGINIA,2014,42,,-,0,,1,,5,,2,,,-,3,,8,,130,,154,,,-,1,,6,,51,,42,,,POINT (-80.71263935099967 38.66551303900047),WEST VIRGINIA,
INDIANA,2014,42,,-,0,,3,,15,,28,,,-,1,,7,,70,,85,,,-,1,,8,,55,,139,,,POINT (-86.14995579899966 39.76691072200049),INDIANA,
GUAM,2014,42,,-,0,,4,,,-,24,,,-,0,,7,,,-,63,,,-,0,,7,,,-,61,,,POINT (144.73149801400064 13.480998894000436),GUAM,
MARYLAND,2014,42,,-,0,,2,,19,,27,,,-,1,,3,,32,,37,,,-,1,,3,,32,,43,,,POINT (-76.60925970899967 39.29058224000045),MARYLAND,
NEW MEXICO,2014,42,,-,0,,2,,9,,18,,,-,0,,1,,,-,2,,,-,0,,2,,12,,5,,,POINT (-106.24057768899968 34.520884020000494),NEW MEXICO,
NORTH CAROLINA,2014,42,,-,0,,2,,24,,41,,,-,1,,16,,76,,47,,,-,1,,9,,64,,55,,,POINT (-79.15924924699965 35.46622096200048),NORTH CAROLINA,
VERMONT,2014,42,,-,0,,1,,2,,7,,,-,0,,2,,4,,1,,,-,0,,1,,1,,3,,,POINT (-72.51763944499965 43.62538000100045),VERMONT,
GEORGIA,2014,42,,-,1,,3,,39,,32,,,-,2,,6,,87,,91,,,-,0,,4,,20,,40,,,POINT (-83.62757601199968 32.83968158500045),GEORGIA,
MICHIGAN,2014,42,,-,1,,4,,37,,78,,,-,1,,4,,43,,36,,3,,2,,6,,77,,59,,,POINT (-84.71438724399968 44.66132176400049),MICHIGAN,
ARIZONA,2014,42,,-,0,,3,,19,,59,,,-,0,,2,,11,,22,,,U,0,,0,,,U,,U,,POINT (-111.76380949799972 34.865970167000455),ARIZONA,
WISCONSIN,2014,42,,-,0,,1,,6,,32,,,-,0,,57,,171,,9,,,-,0,,1,,7,,34,,,POINT (-89.81636715299965 44.393191877000504),WISCONSIN,
MASSACHUSETTS,2014,42,,-,0,,2,,23,,39,,,-,0,,7,,19,,56,,,-,2,,10,,104,,151,,,POINT (-72.08268985899963 42.27687014100047),MASSACHUSETTS,
ALASKA,2014,42,,-,0,,1,,1,,1,,,-,0,,1,,3,,1,,,-,0,,0,,,-,,-,,POINT (-147.72205669099972 64.84507631500048),ALASKA,
SOUTH DAKOTA,2014,42,,-,0,,1,,,-,3,,,-,0,,1,,1,,4,,,-,0,,1,,,-,,-,,POINT (-100.37352811899967 44.35313049600046),SOUTH DAKOTA,
FLORIDA,2014,42,3,,2,,6,,77,,86,,6,,7,,14,,272,,244,,,-,2,,6,,74,,115,,,POINT (-81.92895558499964 28.93204444200046),FLORIDA,
HAWAII,2014,42,,-,0,,2,,5,,15,,,-,0,,1,,4,,4,,,-,0,,0,,,-,,-,,POINT (-157.85774691599974 21.304853205000427),HAWAII,
MISSOURI,2014,42,,-,0,,2,,14,,7,,,-,1,,3,,34,,44,,,-,0,,2,,5,,3,,,POINT (-92.56629737199967 38.63579079900046),MISSOURI,
SOUTH CAROLINA,2014,42,,-,0,,1,,4,,10,,,-,1,,4,,30,,44,,,-,0,,1,,4,,,-,,POINT (-81.04536765699964 33.99882214300044),SOUTH CAROLINA,
MONTANA,2014,42,,-,0,,1,,5,,6,,,-,0,,1,,,-,2,,,-,0,,2,,11,,14,,,POINT (-109.42441687999968 47.06652759400049),MONTANA,
PUERTO RICO,2014,42,,-,0,,1,,3,,9,,,-,0,,2,,12,,34,,,N,0,,0,,,N,,N,,POINT (-66.49988980099965 18.24828934900046),PUERTO RICO,
ARKANSAS,2014,42,,-,0,,1,,1,,9,,,-,0,,4,,15,,41,,,-,0,,2,,7,,21,,,POINT (-92.27448794899965 34.74865329300047),ARKANSAS,
DELAWARE,2014,42,,-,0,,1,,1,,2,,,-,0,,1,,5,,12,,,U,0,,0,,,U,,U,,POINT (-75.57773943699965 39.00883059000046),DELAWARE,
TEXAS,2014,42,2,,2,,8,,95,,79,,1,,2,,10,,82,,107,,,-,0,,4,,27,,20,,,POINT (-99.4267664729997 31.827240712000446),TEXAS,
MISSISSIPPI,2014,42,,-,0,,1,,4,,4,,,-,1,,3,,35,,46,,,U,0,,0,,,U,,U,,POINT (-89.53802764499966 32.745512774000474),MISSISSIPPI,
OKLAHOMA,2014,42,,-,0,,4,,13,,8,,10,,0,,5,,29,,31,,,-,0,,3,,12,,32,,,POINT (-97.52106845499969 35.472031425000466),OKLAHOMA,
VIRGINIA,2014,42,,-,0,,3,,19,,28,,,-,1,,5,,46,,58,,,-,1,,5,,39,,26,,,POINT (-78.45788924199968 37.542682294000485),VIRGINIA,
COLORADO,2014,42,,-,0,,2,,8,,47,,,-,0,,2,,1,,19,,,-,0,,1,,4,,19,,,POINT (-106.13360888799969 38.84384201300048),COLORADO,
NEW YORK,2014,42,,-,1,,4,,31,,61,,,-,1,,3,,34,,38,,2,,2,,11,,78,,77,,,POINT (-75.54396639699968 42.82700178100049),NEW YORK,
